"Customer ID","Segment","Cluster","Digital_Payment_Pref","Payment Method","Fast_Shipping_Pref","Shipping Type","Prefers_Small","Prefers_Large","Size","Color"
338,"Segment 1",1,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Cyan"
339,"Segment 4",4,0,"Cash",1,"Express",0,0,"M","Silver"
340,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Teal"
341,"Segment 2",2,1,"Venmo",1,"Express",0,1,"L","Blue"
342,"Segment 1",1,0,"Debit Card",0,"Store Pickup",1,0,"S","Blue"
343,"Segment 2",2,0,"Credit Card",1,"Next Day Air",0,0,"M","Olive"
344,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,0,"M","Purple"
345,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Charcoal"
346,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",1,0,"S","Olive"
347,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"L","Violet"
348,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,1,"L","Red"
349,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Beige"
350,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Green"
351,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Violet"
352,"Segment 1",1,0,"Debit Card",0,"Standard",0,0,"M","Teal"
353,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"XL","Yellow"
354,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,1,"L","Yellow"
355,"Segment 4",4,1,"Venmo",0,"Free Shipping",1,0,"S","Olive"
356,"Segment 1",1,1,"PayPal",0,"2-Day Shipping",0,1,"XL","Magenta"
357,"Segment 4",4,0,"Cash",0,"Standard",0,1,"L","Black"
358,"Segment 1",1,0,"Credit Card",0,"Standard",0,0,"M","Olive"
359,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"XL","Magenta"
360,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,0,"M","Olive"
361,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Teal"
362,"Segment 4",4,0,"Cash",0,"Free Shipping",0,0,"M","White"
363,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,0,"M","Charcoal"
364,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Yellow"
365,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,1,"L","Charcoal"
366,"Segment 4",4,1,"PayPal",0,"Standard",0,1,"XL","Gray"
367,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,0,"M","Turquoise"
368,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Cyan"
369,"Segment 1",1,0,"Cash",0,"Standard",0,0,"M","Charcoal"
370,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,0,"M","Silver"
371,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Olive"
372,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",1,0,"S","Pink"
373,"Segment 3",3,0,"Debit Card",0,"Standard",0,1,"L","Orange"
374,"Segment 1",1,1,"Venmo",1,"Express",0,1,"L","White"
375,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",1,0,"S","Purple"
376,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Olive"
377,"Segment 1",1,1,"Venmo",1,"Express",1,0,"S","Gray"
378,"Segment 2",2,0,"Credit Card",0,"Standard",0,0,"M","Silver"
379,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,1,"L","Orange"
380,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Magenta"
381,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Beige"
382,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,1,"L","Lavender"
383,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Peach"
384,"Segment 3",3,1,"PayPal",0,"Standard",1,0,"S","Magenta"
385,"Segment 2",2,1,"Venmo",0,"2-Day Shipping",0,0,"M","Beige"
386,"Segment 4",4,0,"Credit Card",1,"Next Day Air",1,0,"S","Yellow"
387,"Segment 2",2,1,"PayPal",1,"Express",0,1,"L","Brown"
388,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,1,"L","Silver"
389,"Segment 3",3,1,"PayPal",0,"Store Pickup",0,0,"M","Orange"
390,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"L","Purple"
391,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Indigo"
392,"Segment 1",1,0,"Cash",0,"Standard",0,1,"L","Gray"
393,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,1,"XL","Black"
394,"Segment 1",1,1,"PayPal",0,"Standard",0,1,"L","Maroon"
395,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Beige"
396,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,1,"L","Brown"
397,"Segment 4",4,0,"Bank Transfer",0,"Standard",1,0,"S","Black"
398,"Segment 3",3,0,"Cash",0,"Free Shipping",0,0,"M","Indigo"
399,"Segment 1",1,0,"Debit Card",0,"Free Shipping",1,0,"S","Silver"
400,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Blue"
401,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,0,"M","Green"
402,"Segment 4",4,0,"Cash",0,"Standard",0,1,"L","Orange"
403,"Segment 3",3,1,"PayPal",1,"Express",0,1,"L","Cyan"
404,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Orange"
405,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,0,"M","Indigo"
406,"Segment 3",3,0,"Cash",0,"Standard",1,0,"S","Silver"
407,"Segment 1",1,0,"Cash",1,"Express",0,0,"M","Peach"
408,"Segment 3",3,0,"Credit Card",1,"Next Day Air",0,1,"XL","Teal"
409,"Segment 3",3,0,"Cash",1,"Express",0,1,"L","White"
410,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,0,"M","Brown"
411,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Lavender"
412,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Indigo"
413,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Yellow"
414,"Segment 4",4,0,"Cash",0,"Free Shipping",1,0,"S","White"
415,"Segment 3",3,0,"Debit Card",0,"Store Pickup",0,1,"L","Violet"
416,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Lavender"
417,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Olive"
418,"Segment 1",1,0,"Debit Card",0,"Free Shipping",0,1,"L","Beige"
419,"Segment 3",3,1,"Venmo",0,"Standard",0,1,"L","Purple"
420,"Segment 4",4,0,"Credit Card",0,"Free Shipping",1,0,"S","Teal"
421,"Segment 1",1,0,"Debit Card",0,"Free Shipping",1,0,"S","Peach"
422,"Segment 2",2,0,"Cash",0,"Standard",0,0,"M","Violet"
423,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,0,"M","Purple"
424,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,1,"L","Teal"
425,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Gold"
426,"Segment 3",3,0,"Credit Card",0,"Store Pickup",1,0,"S","Teal"
427,"Segment 1",1,0,"Credit Card",1,"Express",0,0,"M","Violet"
428,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,1,"L","Black"
429,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"XL","Gold"
430,"Segment 4",4,0,"Cash",0,"2-Day Shipping",0,0,"M","Gold"
431,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Brown"
432,"Segment 3",3,0,"Cash",0,"Store Pickup",0,1,"L","Cyan"
433,"Segment 4",4,1,"Venmo",0,"Free Shipping",1,0,"S","Indigo"
434,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,0,"M","Orange"
435,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,1,"L","Pink"
436,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,1,"XL","Olive"
437,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Cyan"
438,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,0,"M","Peach"
439,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","Turquoise"
440,"Segment 2",2,0,"Cash",0,"Free Shipping",0,0,"M","Turquoise"
441,"Segment 3",3,0,"Debit Card",0,"Store Pickup",0,1,"XL","Maroon"
442,"Segment 4",4,0,"Credit Card",0,"Standard",0,0,"M","Maroon"
443,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,0,"M","Olive"
444,"Segment 3",3,1,"PayPal",0,"Free Shipping",0,0,"M","Magenta"
445,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,0,"M","Red"
446,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Olive"
447,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,0,"M","Silver"
448,"Segment 4",4,0,"Bank Transfer",0,"Standard",1,0,"S","Turquoise"
449,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Yellow"
450,"Segment 3",3,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Peach"
451,"Segment 3",3,0,"Credit Card",0,"Store Pickup",0,1,"L","Beige"
452,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","Pink"
453,"Segment 2",2,1,"PayPal",1,"Express",0,0,"M","Violet"
454,"Segment 2",2,0,"Credit Card",1,"Next Day Air",0,1,"XL","Peach"
455,"Segment 3",3,0,"Cash",1,"Next Day Air",1,0,"S","Gold"
456,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,1,"XL","Gold"
457,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",1,0,"S","Indigo"
458,"Segment 1",1,0,"Debit Card",1,"Next Day Air",0,0,"M","Blue"
459,"Segment 4",4,1,"PayPal",0,"2-Day Shipping",0,1,"L","Black"
460,"Segment 2",2,1,"PayPal",0,"Standard",0,1,"L","Black"
461,"Segment 4",4,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Teal"
462,"Segment 1",1,1,"Venmo",1,"Express",0,0,"M","Yellow"
463,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","White"
464,"Segment 3",3,1,"Venmo",0,"Standard",1,0,"S","Orange"
465,"Segment 1",1,1,"PayPal",1,"Next Day Air",0,0,"M","Silver"
466,"Segment 4",4,0,"Cash",1,"Next Day Air",0,0,"M","Pink"
467,"Segment 1",1,1,"PayPal",0,"Free Shipping",0,1,"L","Turquoise"
468,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Orange"
469,"Segment 1",1,0,"Cash",0,"Free Shipping",1,0,"S","Peach"
470,"Segment 1",1,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Pink"
471,"Segment 1",1,0,"Cash",1,"Express",0,1,"L","Teal"
472,"Segment 4",4,0,"Bank Transfer",0,"2-Day Shipping",0,1,"XL","White"
473,"Segment 1",1,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Gray"
474,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,1,"L","Olive"
475,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,1,"XL","Maroon"
476,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Magenta"
477,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","Magenta"
478,"Segment 2",2,0,"Debit Card",0,"Free Shipping",0,0,"M","Green"
479,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,1,"XL","Turquoise"
480,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,1,"L","Yellow"
481,"Segment 4",4,0,"Debit Card",0,"Standard",0,0,"M","Gray"
482,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,1,"L","Peach"
483,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Yellow"
484,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","White"
485,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Lavender"
486,"Segment 2",2,0,"Debit Card",1,"Next Day Air",1,0,"S","Blue"
487,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,0,"M","Charcoal"
488,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,1,"L","Red"
489,"Segment 2",2,1,"Venmo",0,"Standard",0,1,"L","Olive"
490,"Segment 4",4,1,"PayPal",0,"Standard",0,0,"M","Green"
491,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,0,"M","Silver"
492,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Silver"
493,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Black"
494,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"XL","Red"
495,"Segment 1",1,0,"Debit Card",1,"Express",0,0,"M","Indigo"
496,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"XL","Cyan"
497,"Segment 3",3,1,"Venmo",1,"Express",1,0,"S","Maroon"
498,"Segment 1",1,0,"Cash",0,"Free Shipping",1,0,"S","Silver"
499,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Lavender"
500,"Segment 1",1,1,"PayPal",1,"Express",0,1,"L","Silver"
501,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,1,"L","Purple"
502,"Segment 2",2,1,"Venmo",1,"Next Day Air",0,0,"M","Cyan"
503,"Segment 2",2,1,"PayPal",1,"Express",1,0,"S","Cyan"
504,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Lavender"
505,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Maroon"
506,"Segment 4",4,0,"Cash",1,"Express",0,1,"L","Gray"
507,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,0,"M","Olive"
508,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,0,"M","Magenta"
509,"Segment 1",1,1,"PayPal",0,"Store Pickup",1,0,"S","Yellow"
510,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,1,"L","Cyan"
511,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,0,"M","Teal"
512,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,1,"L","Yellow"
513,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Peach"
514,"Segment 3",3,1,"Venmo",0,"Store Pickup",0,0,"M","Peach"
515,"Segment 4",4,1,"PayPal",0,"Standard",1,0,"S","Olive"
516,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"L","Charcoal"
517,"Segment 3",3,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Indigo"
518,"Segment 2",2,0,"Cash",0,"Free Shipping",0,1,"L","Silver"
519,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,0,"M","Beige"
520,"Segment 1",1,0,"Bank Transfer",0,"2-Day Shipping",0,1,"L","Blue"
521,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,0,"M","White"
522,"Segment 2",2,0,"Bank Transfer",0,"Standard",0,1,"L","Gold"
523,"Segment 4",4,0,"Cash",0,"Store Pickup",0,0,"M","Blue"
524,"Segment 1",1,1,"PayPal",1,"Express",0,0,"M","Orange"
525,"Segment 2",2,1,"PayPal",0,"Free Shipping",0,0,"M","Gold"
526,"Segment 2",2,0,"Debit Card",1,"Next Day Air",0,0,"M","Cyan"
527,"Segment 1",1,0,"Cash",0,"Standard",1,0,"S","Red"
528,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,1,"L","Yellow"
529,"Segment 3",3,0,"Cash",1,"Express",1,0,"S","Beige"
530,"Segment 3",3,0,"Credit Card",0,"Standard",0,0,"M","Orange"
531,"Segment 2",2,0,"Credit Card",0,"Store Pickup",0,1,"XL","Magenta"
532,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"L","Purple"
533,"Segment 1",1,0,"Bank Transfer",1,"Express",0,1,"L","Black"
534,"Segment 4",4,0,"Debit Card",1,"Next Day Air",0,1,"L","Pink"
535,"Segment 4",4,1,"PayPal",1,"Next Day Air",0,1,"L","Pink"
536,"Segment 2",2,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Maroon"
537,"Segment 4",4,0,"Debit Card",0,"Store Pickup",1,0,"S","Maroon"
538,"Segment 2",2,0,"Debit Card",0,"Store Pickup",1,0,"S","Turquoise"
539,"Segment 2",2,0,"Cash",0,"Free Shipping",0,1,"XL","Green"
540,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,0,"M","Violet"
541,"Segment 2",2,0,"Cash",1,"Next Day Air",0,0,"M","Lavender"
542,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"L","Gray"
543,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"XL","Teal"
544,"Segment 4",4,0,"Credit Card",1,"Express",1,0,"S","Red"
545,"Segment 3",3,0,"Bank Transfer",0,"Standard",1,0,"S","Yellow"
546,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Magenta"
547,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Brown"
548,"Segment 3",3,1,"Venmo",0,"Free Shipping",0,0,"M","Blue"
549,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Black"
550,"Segment 2",2,1,"Venmo",1,"Express",1,0,"S","Olive"
551,"Segment 2",2,1,"PayPal",0,"Store Pickup",0,0,"M","Olive"
552,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,1,"XL","Green"
553,"Segment 3",3,0,"Bank Transfer",1,"Express",0,0,"M","Peach"
554,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","White"
555,"Segment 2",2,0,"Bank Transfer",1,"Express",0,0,"M","Red"
556,"Segment 4",4,1,"Venmo",1,"Express",0,0,"M","White"
557,"Segment 1",1,0,"Cash",0,"Store Pickup",0,1,"L","Indigo"
558,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,0,"M","White"
559,"Segment 4",4,0,"Debit Card",1,"Express",0,1,"L","Teal"
560,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Indigo"
561,"Segment 3",3,0,"Debit Card",0,"Free Shipping",0,1,"L","Red"
562,"Segment 2",2,1,"PayPal",1,"Next Day Air",0,0,"M","Blue"
563,"Segment 2",2,0,"Debit Card",0,"Standard",0,0,"M","Blue"
564,"Segment 4",4,0,"Debit Card",0,"Standard",0,0,"M","Black"
565,"Segment 2",2,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Olive"
566,"Segment 2",2,1,"Venmo",0,"Store Pickup",0,1,"L","Lavender"
567,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Indigo"
568,"Segment 3",3,1,"Venmo",1,"Next Day Air",1,0,"S","Red"
569,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,1,"L","Red"
570,"Segment 2",2,0,"Credit Card",1,"Express",0,0,"M","Pink"
571,"Segment 4",4,0,"Cash",0,"Standard",0,1,"XL","Purple"
572,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,1,"XL","Cyan"
573,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",0,1,"XL","Cyan"
574,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Charcoal"
575,"Segment 4",4,0,"Bank Transfer",0,"Free Shipping",0,1,"L","Red"
576,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Peach"
577,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Black"
578,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,0,"M","Black"
579,"Segment 4",4,0,"Credit Card",1,"Next Day Air",0,0,"M","Purple"
580,"Segment 2",2,0,"Credit Card",0,"Free Shipping",0,0,"M","Violet"
581,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,0,"M","Orange"
582,"Segment 3",3,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Charcoal"
583,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"L","Turquoise"
584,"Segment 1",1,1,"PayPal",0,"Store Pickup",0,1,"L","Yellow"
585,"Segment 4",4,0,"Debit Card",0,"Free Shipping",0,0,"M","White"
586,"Segment 2",2,0,"Cash",1,"Next Day Air",0,0,"M","Gray"
587,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",1,0,"S","Blue"
588,"Segment 1",1,0,"Debit Card",1,"Express",1,0,"S","Maroon"
589,"Segment 3",3,0,"Debit Card",0,"Standard",0,0,"M","Violet"
590,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,0,"M","Orange"
591,"Segment 2",2,1,"Venmo",0,"Standard",1,0,"S","Turquoise"
592,"Segment 2",2,0,"Debit Card",0,"Store Pickup",0,1,"L","Olive"
593,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,0,"M","Brown"
594,"Segment 2",2,1,"PayPal",0,"Store Pickup",1,0,"S","Green"
595,"Segment 3",3,0,"Debit Card",1,"Next Day Air",1,0,"S","Brown"
596,"Segment 3",3,1,"PayPal",1,"Next Day Air",0,0,"M","Silver"
597,"Segment 1",1,1,"Venmo",0,"Store Pickup",0,1,"XL","White"
598,"Segment 4",4,0,"Bank Transfer",0,"Standard",0,1,"L","Gold"
599,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,1,"L","Green"
600,"Segment 2",2,0,"Debit Card",0,"Standard",0,1,"L","Teal"
601,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,0,"M","Charcoal"
602,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Maroon"
603,"Segment 1",1,0,"Cash",1,"Next Day Air",0,1,"L","Lavender"
604,"Segment 3",3,1,"PayPal",0,"2-Day Shipping",0,1,"L","Green"
605,"Segment 4",4,0,"Credit Card",0,"Store Pickup",1,0,"S","Pink"
606,"Segment 1",1,0,"Bank Transfer",0,"Standard",0,1,"XL","Charcoal"
607,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Blue"
608,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"L","Purple"
609,"Segment 2",2,1,"Venmo",1,"Next Day Air",1,0,"S","Gold"
610,"Segment 1",1,0,"Credit Card",1,"Next Day Air",0,1,"L","Purple"
611,"Segment 3",3,0,"Bank Transfer",0,"Free Shipping",0,0,"M","Charcoal"
612,"Segment 1",1,0,"Cash",0,"Store Pickup",0,0,"M","Black"
613,"Segment 2",2,0,"Credit Card",1,"Express",0,1,"L","Lavender"
614,"Segment 2",2,0,"Cash",0,"Standard",0,1,"L","Lavender"
615,"Segment 4",4,0,"Credit Card",0,"Standard",0,0,"M","Lavender"
616,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,1,"L","Olive"
617,"Segment 1",1,0,"Credit Card",0,"Free Shipping",0,1,"L","Teal"
618,"Segment 3",3,0,"Bank Transfer",0,"Standard",0,0,"M","Maroon"
619,"Segment 4",4,0,"Debit Card",1,"Express",0,1,"L","Cyan"
620,"Segment 1",1,0,"Debit Card",0,"Store Pickup",0,0,"M","Charcoal"
621,"Segment 3",3,1,"Venmo",0,"2-Day Shipping",0,0,"M","Black"
622,"Segment 2",2,0,"Credit Card",0,"Store Pickup",1,0,"S","Red"
623,"Segment 4",4,0,"Bank Transfer",1,"Next Day Air",1,0,"S","Peach"
624,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","White"
625,"Segment 4",4,1,"PayPal",1,"Express",0,1,"XL","Pink"
626,"Segment 4",4,1,"Venmo",1,"Next Day Air",0,0,"M","Red"
627,"Segment 1",1,1,"Venmo",0,"Standard",0,0,"M","Indigo"
628,"Segment 1",1,1,"PayPal",1,"Express",0,1,"L","Black"
629,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,0,"M","White"
630,"Segment 1",1,0,"Debit Card",0,"Standard",0,1,"L","Beige"
631,"Segment 4",4,0,"Debit Card",0,"2-Day Shipping",1,0,"S","Silver"
632,"Segment 4",4,0,"Cash",0,"Store Pickup",1,0,"S","Violet"
633,"Segment 1",1,1,"Venmo",1,"Next Day Air",0,0,"M","Red"
634,"Segment 2",2,0,"Debit Card",1,"Express",0,0,"M","Orange"
635,"Segment 1",1,1,"PayPal",0,"Standard",0,0,"M","Teal"
636,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,0,"M","Brown"
637,"Segment 2",2,0,"Bank Transfer",0,"Store Pickup",0,0,"M","Indigo"
638,"Segment 1",1,0,"Cash",0,"2-Day Shipping",0,0,"M","Cyan"
639,"Segment 2",2,1,"PayPal",1,"Express",1,0,"S","Blue"
640,"Segment 2",2,0,"Credit Card",0,"2-Day Shipping",0,1,"L","Olive"
641,"Segment 4",4,0,"Debit Card",0,"Store Pickup",0,0,"M","Gray"
642,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Red"
643,"Segment 2",2,0,"Debit Card",0,"2-Day Shipping",0,1,"L","Red"
644,"Segment 3",3,0,"Bank Transfer",1,"Next Day Air",0,1,"XL","Green"
645,"Segment 4",4,0,"Cash",1,"Next Day Air",1,0,"S","Blue"
646,"Segment 2",2,1,"Venmo",1,"Express",1,0,"S","Purple"
647,"Segment 1",1,1,"Venmo",0,"Standard",0,1,"XL","Pink"
648,"Segment 4",4,0,"Credit Card",1,"Express",0,1,"XL","Charcoal"
649,"Segment 1",1,0,"Credit Card",0,"Store Pickup",0,0,"M","Brown"
650,"Segment 4",4,1,"PayPal",0,"Store Pickup",0,1,"L","Orange"
651,"Segment 1",1,0,"Bank Transfer",1,"Next Day Air",0,0,"M","Magenta"
652,"Segment 3",3,1,"Venmo",1,"Next Day Air",0,1,"L","Yellow"
653,"Segment 2",2,1,"Venmo",0,"Free Shipping",0,0,"M","Beige"
654,"Segment 3",3,0,"Cash",0,"2-Day Shipping",0,0,"M","Olive"
655,"Segment 1",1,1,"Venmo",0,"2-Day Shipping",0,1,"L","Gray"
656,"Segment 3",3,1,"Venmo",0,"Free Shipping",1,0,"S","Purple"
657,"Segment 2",2,1,"PayPal",0,"Standard",0,0,"M","Beige"
658,"Segment 4",4,1,"PayPal",0,"Free Shipping",0,0,"M","White"
659,"Segment 2",2,1,"Venmo",0,"Store Pickup",1,0,"S","White"
660,"Segment 2",2,0,"Cash",0,"2-Day Shipping",1,0,"S","Gold"
661,"Segment 4",4,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Olive"
662,"Segment 4",4,0,"Credit Card",0,"Store Pickup",0,1,"XL","Green"
663,"Segment 3",3,1,"Venmo",1,"Express",0,1,"L","Magenta"
664,"Segment 4",4,0,"Credit Card",1,"Express",0,0,"M","Charcoal"
665,"Segment 4",4,1,"PayPal",1,"Express",0,0,"M","Indigo"
666,"Segment 1",1,0,"Credit Card",0,"2-Day Shipping",0,0,"M","Peach"
667,"Segment 2",2,0,"Debit Card",0,"Free Shipping",0,1,"L","Turquoise"
668,"Segment 3",3,0,"Bank Transfer",0,"Standard",1,0,"S","Blue"
669,"Segment 3",3,0,"Bank Transfer",1,"Express",1,0,"S","Turquoise"
670,"Segment 4",4,1,"Venmo",0,"Free Shipping",0,0,"M","Gray"
671,"Segment 2",2,0,"Cash",1,"Next Day Air",0,1,"XL","Purple"
672,"Segment 1",1,0,"Cash",1,"Express",0,1,"L","Black"
673,"Segment 2",2,0,"Cash",0,"2-Day Shipping",0,0,"M","Peach"
674,"Segment 1",1,1,"Venmo",0,"Free Shipping",0,0,"M","Indigo"
675,"Segment 1",1,0,"Bank Transfer",0,"Store Pickup",0,1,"XL","Beige"
